2019-11-26,BE5613,28468.65
2019-11-26,YR3217,26639.90
2019-11-26,YR8837,25649.40
2019-11-26,BE1054,25329.15
2019-11-26,YR4098,25125.45
2019-11-26,YR6068,24565.45
2019-11-26,BE5092,24550.05
2019-11-26,YR8129,24327.10
2019-11-26,YR8558,24207.40
2019-11-26,YR5190,23964.85
2019-11-26,BE2494,23895.20
2019-11-26,BE4797,23495.85
2019-11-26,YR5698,23219.35
2019-11-26,YR6095,23106.65
2019-11-26,BE9667,22764.35
2019-11-26,BE9002,22665.65
2019-11-26,OJ5085,22623.00
2019-11-26,BE3466,22507.45
2019-11-26,GQ5324,22417.50
2019-11-26,XV5324,22417.50
2019-11-26,BE9628,22257.20
2019-11-26,BE3513,22128.05
2019-11-26,BE3684,22021.65
2019-11-26,OJ2536,21764.70
2019-11-26,XV1054,21710.70
2019-11-26,BE2612,21208.95
2019-11-26,BE9451,21198.45
2019-11-26,XV4868,20996.10
2019-11-26,OJ5865,20988.00
2019-11-26,BE2889,20784.75
2019-11-26,OJ9992,20764.80
2019-11-26,OJ8558,20749.20
2019-11-26,GQ8275,20610.00
2019-11-26,XV6314,20454.90
2019-11-26,YR2955,20430.90
2019-11-26,BE6167,20400.80
2019-11-26,XV3949,20292.60
2019-11-26,XV7687,20260.20
2019-11-26,GQ9387,20181.90
2019-11-26,YR6083,20140.75
2019-11-26,XV4797,20139.30
2019-11-26,OJ9732,20121.00
2019-11-26,BE5386,20018.25
2019-11-26,GQ9568,19980.60
2019-11-26,XV9568,19980.60
2019-11-26,OJ1343,19827.90
2019-11-26,GQ1780,19818.90
2019-11-26,XV1780,19818.90
2019-11-26,GQ6095,19805.70
2019-11-26,YR7220,19802.30
2019-11-26,YR4226,19775.35
2019-11-26,YR7896,19728.45
2019-11-26,OJ4468,19653.30
2019-11-26,GQ6177,19300.20
2019-11-26,XV6177,19300.20
2019-11-26,XV7397,19251.30
2019-11-26,OJ9269,18916.50
2019-11-26,YR4165,18868.15
2019-11-26,BE9225,18816.35
2019-11-26,OJ7306,18805.50
2019-11-26,BE6693,18772.95
2019-11-26,XV4304,18768.00
2019-11-26,BE3766,18749.85
2019-11-26,YR5986,18747.40
2019-11-26,GQ5488,18669.90
2019-11-26,XV5488,18669.90
2019-11-26,YR5005,18421.20
2019-11-26,OJ3183,18303.60
2019-11-26,OJ9922,18293.10
2019-11-26,GQ9784,18237.60
2019-11-26,XV9784,18237.60
2019-11-26,GQ8531,18091.50
2019-11-26,XV8531,18091.50
2019-11-26,GQ7785,18037.80
2019-11-26,XV7785,18037.80
2019-11-26,YR4591,18014.15
2019-11-26,XV2889,17815.50
2019-11-26,GQ4721,17799.60
2019-11-26,XV4721,17799.60
2019-11-26,GQ4211,17718.30
2019-11-26,XV4211,17718.30
2019-11-26,OJ7592,17678.40
2019-11-26,BE5249,17675.70
2019-11-26,YR1475,17533.60
2019-11-26,OJ2955,17512.20
2019-11-26,GQ8391,17483.70
2019-11-26,XV8391,17483.70
2019-11-26,GQ8870,17175.90
2019-11-26,XV8870,17175.90
2019-11-26,OJ4886,17138.10
2019-11-26,XV7837,16944.60
2019-11-26,GQ8207,16917.30
2019-11-26,GQ7896,16910.10
2019-11-26,XV6365,16890.00
2019-11-26,XV1461,16784.10
2019-11-26,GQ1461,16784.10
2019-11-26,OJ6529,16475.70
2019-11-26,OJ3977,16447.50
2019-11-26,GQ2163,16421.10
2019-11-26,XV2163,16421.10
2019-11-26,YR1845,16174.90
2019-11-26,XV6693,16091.10
2019-11-26,XV3766,16071.30
2019-11-26,XV4758,15995.10
2019-11-26,XV3375,15828.00
2019-11-26,GQ3360,15807.30
2019-11-26,XV3360,15807.30
2019-11-26,OJ5005,15789.60
2019-11-26,GQ3106,15665.40
2019-11-26,GQ3700,15663.30
2019-11-26,OJ9422,15475.50
2019-11-26,BE4691,15350.65
2019-11-26,GQ4201,15313.20
2019-11-26,YR1632,15183.00
2019-11-26,XV5249,15150.60
2019-11-26,YR1393,15132.25
2019-11-26,YR8834,14964.95
2019-11-26,GQ3170,14963.40
2019-11-26,YR8867,14670.25
2019-11-26,BE8164,14572.60
2019-11-26,YR2692,14477.05
2019-11-26,YR8473,14450.10
2019-11-26,YR4368,14357.70
2019-11-26,BE7495,14324.45
2019-11-26,YR5253,14262.85
2019-11-26,GQ7388,14018.10
2019-11-26,XV7388,14018.10
2019-11-26,OJ5020,14002.20
2019-11-26,BE1377,13730.85
2019-11-26,YR8737,13509.30
2019-11-26,BE2437,13369.30
2019-11-26,GQ5000,13330.50
2019-11-26,XV5000,13330.50
2019-11-26,OJ2470,13283.70
2019-11-26,XV3613,13263.60
2019-11-26,BE7565,13035.75
2019-11-26,YR8930,13029.80
2019-11-26,OJ1393,12970.50
2019-11-26,GQ7679,12912.00
2019-11-26,XV7679,12912.00
2019-11-26,OJ8445,12867.30
2019-11-26,BE4659,12594.05
2019-11-26,OJ1674,12586.80
2019-11-26,OJ8867,12574.50
2019-11-26,BE1512,12574.45
2019-11-26,OJ2461,12529.50
2019-11-26,GQ3587,12447.30
2019-11-26,YR6219,12307.05
2019-11-26,GQ4368,12306.60
2019-11-26,GQ1372,12212.10
2019-11-26,OJ2039,12086.10
2019-11-26,XV2437,11459.40
2019-11-26,OJ8079,11289.90
2019-11-26,GQ9524,10829.70
2019-11-26,OJ8807,9646.80
